Date,Cases Rate - Total,Deaths Rate - Total,Hospitalizations Rate - Total,Cases Rate - Age 0-17,Cases Rate - Age 18-29,Cases Rate - Age 30-39,Cases Rate - Age 40-49,Cases Rate - Age 50-59,Cases Rate - Age 60-69,Cases Rate - Age 70-79,Cases Rate -  Age 80+,Cases Rate - Female,Cases Rate - Male,Cases Rate - Latinx,Cases Rate - Asian Non-Latinx,Cases Rate - Black Non-Latinx,Cases Rate - White Non-Latinx,Cases Rate - Other Race Non-Latinx,Deaths Rate - Age 0-17,Deaths Rate - Age 18-29,Deaths Rate - Age 30-39,Deaths Rate - Age 40-49,Deaths Rate - Age 50-59,Deaths Rate - Age 60-69,Deaths Rate - Age 70-79,Deaths Rate - Age 80+,Deaths Rate - Female,Deaths Rate - Male,Deaths Rate - Latinx,Deaths Rate - Asian Non-Latinx,Deaths Rate - Black Non-Latinx,Deaths Rate - White Non-Latinx,Deaths Rate - Other Race Non-Latinx,Hospitalizations Rate -  Age 0-17,Hospitalizations Rate -  Age 18-29,Hospitalizations Rate -  Age 30-39,Hospitalizations Rate -  Age 40-49,Hospitalizations Rate -  Age 50-59,Hospitalizations Rate -  Age 60-69,Hospitalizations Rate -  Age 70-79,Hospitalizations Rate -  Age 80+,Hospitalizations Rate -  Female,Hospitalizations Rate -  Male,Hospitalizations Rate -  Latinx,Hospitalizations Rate -  Asian Non-Latinx,Hospitalizations Rate -  Black Non-Latinx,Hospitalizations Rate -  White Non-Latinx,Hospitalizations Rate -  Other Race Non-Latinx,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Female,Cases - Male,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Female,Deaths - Male,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx
03/30/2020,13.22,0.28,4.96,0.55,8.5,14.18,19.74,23.42,18.63,22.35,24.47,12.41,14.07,8.37,6.67,23.22,7.97,10.4,0,0.03,0.06,0.13,0.46,0.65,1.47,1.61,0.14,0.42,0.18,0.32,0.56,0.13,0,0.1,1.01,2.41,5.99,9.36,9.94,16.09,20.72,4.4,5.55,2.72,1.19,11.55,1.68,3.95,357.7,7.6,134.3,3,47,64.7,66.4,73.3,49,34.7,19.6,172,185.7,65,12,182.1,71.7,12.4,0,0.1,0.3,0.4,1.4,1.7,2.3,1.3,2,5.6,1.4,0.6,4.4,1.1,0,0.6,5.6,11,20.1,29.3,26.1,25,16.6,61,73.3,21.1,2.1,90.6,15.1,4.7
03/31/2020,13.95,0.35,5.18,0.65,8.45,15.34,21.4,25.01,19.07,22.81,26.79,13.47,14.46,9.25,7.07,24.45,7.95,11.48,0,0.03,0.06,0.3,0.5,0.54,1.93,2.68,0.21,0.51,0.2,0.32,0.8,0.13,0,0.13,1.11,2.6,6.45,9.59,10.1,16.46,22.15,4.65,5.75,2.87,1.43,12.04,1.71,4.07,377.6,9.6,140.3,3.6,46.7,70,72,78.3,50.1,35.4,21.4,186.7,190.9,71.9,12.7,191.7,71.6,13.7,0,0.1,0.3,1,1.6,1.4,3,2.1,2.9,6.7,1.6,0.6,6.3,1.1,0,0.7,6.1,11.9,21.7,30,26.6,25.6,17.7,64.4,75.9,22.3,2.6,94.4,15.4,4.9
04-01-2020,14.45,0.45,5.49,0.68,8.6,15.25,22.04,25.15,22.22,23.27,28.4,14.25,14.66,10.19,8.02,25.26,7.59,11.24,0,0.03,0.06,0.34,0.5,0.87,2.48,3.75,0.3,0.62,0.24,0.4,1.11,0.11,0,0.16,1.06,2.5,6.84,10.27,11.57,16.65,23.75,4.89,6.13,3.33,1.67,12.24,1.9,4.54,391,12.3,148.6,3.7,47.6,69.6,74.1,78.7,58.4,36.1,22.7,197.6,193.4,79.1,14.4,198.1,68.3,13.4,0,0.1,0.3,1.1,1.6,2.3,3.9,3,4.1,8.1,1.9,0.7,8.7,1,0,0.9,5.9,11.4,23,32.1,30.4,25.9,19,67.7,80.9,25.9,3,96,17.1,5.4
04-02-2020,14.57,0.52,5.7,0.68,8.42,15.09,22.33,24.92,22.49,23.64,32.68,14.55,14.59,10.39,7.94,25.83,7.08,11.48,0,0.03,0.06,0.38,0.59,0.92,3.03,4.29,0.35,0.7,0.28,0.48,1.26,0.14,0,0.18,1.09,2.63,7.05,10.64,12.11,16.74,25.54,5.04,6.4,3.57,1.91,12.53,1.95,5.14,394.3,14.1,154.3,3.7,46.6,68.9,75.1,78,59.1,36.7,26.1,201.7,192.6,80.7,14.3,202.6,63.7,13.7,0,0.1,0.3,1.3,1.9,2.4,4.7,3.4,4.9,9.3,2.1,0.9,9.9,1.3,0,1,6,12,23.7,33.3,31.9,26,20.4,69.9,84.4,27.7,3.4,98.3,17.6,6.1
04-11-2020,19.41,1.05,6.1,1.54,12.71,19.6,26.32,33.78,30.31,29.43,46.62,18.31,20.55,19.96,11.28,26.79,9.54,19.85,0,0,0.06,0.42,1.55,1.74,5.61,10.72,0.82,1.29,0.61,0.56,2.39,0.41,0.24,0.1,0.83,2.75,5.69,10.45,15.05,18.95,33.22,5.17,7.08,4.97,3.97,10.98,2.68,6.58,525.1,28.4,165.1,8.4,70.3,89.4,88.6,105.7,79.7,45.7,37.3,253.9,271.3,155,20.3,210.1,85.9,23.7,0,0,0.3,1.4,4.9,4.6,8.7,8.6,11.4,17,4.7,1,18.7,3.7,0.3,0.6,4.6,12.6,19.1,32.7,39.6,29.4,26.6,71.7,93.4,38.6,7.1,86.1,24.1,7.9
04-12-2020,19.67,1.09,6.05,2.19,12.74,19.79,26.54,33.18,30.53,30.72,47.87,18.49,20.9,20.36,10.96,26.87,9.56,21.05,0,0,0.09,0.42,1.46,2.23,5.24,11.25,0.91,1.28,0.59,0.64,2.42,0.49,0.24,0.1,0.8,2.66,5.35,10.22,15.21,19.5,32.86,5.18,6.96,5.04,3.5,10.71,2.83,6.46,532.1,29.4,163.7,12,70.4,90.3,89.3,103.9,80.3,47.7,38.3,256.3,275.9,158.1,19.7,210.7,86,25.1,0,0,0.4,1.4,4.6,5.9,8.1,9,12.6,16.9,4.6,1.1,19,4.4,0.3,0.6,4.4,12.1,18,32,40,30.3,26.3,71.9,91.9,39.1,6.3,84,25.4,7.7
04/13/2020,20.25,1.14,5.81,2.32,13.31,20.35,27.56,35.47,30.36,30.44,47.51,19.02,21.55,22.51,11.44,26.52,9.46,20.93,0,0,0.13,0.55,1.37,2.55,5.15,11.79,0.96,1.33,0.74,0.79,2.44,0.48,0.24,0.16,0.8,2.32,5.14,10.27,13.53,19.22,33.04,4.73,6.94,4.95,3.02,9.98,2.92,6.58,548,30.9,157.1,12.7,73.6,92.9,92.7,111,79.9,47.3,38,263.6,284.4,174.9,20.6,208,85.1,25,0,0,0.6,1.9,4.3,6.7,8,9.4,13.3,17.6,5.7,1.4,19.1,4.3,0.3,0.9,4.4,10.6,17.3,32.1,35.6,29.9,26.4,65.6,91.6,38.4,5.4,78.3,26.3,7.9
05/21/2020,27.49,1.27,3.79,10.67,30.36,29.27,37.79,35.79,28.36,26.85,35.72,28.2,26.33,49.94,7.07,19.05,8.13,19.85,0,0.05,0.28,0.47,1.23,3.64,5.15,12.32,0.85,1.72,1.82,0.79,1.37,0.86,0.36,0.31,1.63,1.85,4.03,5.61,7.44,11.5,18.4,3.7,3.87,5.32,1.59,4.83,1.57,2.03,744,34.4,102.4,58.6,167.9,133.6,127.1,112,74.6,41.7,28.6,390.9,347.6,387.9,12.7,149.4,73.1,23.7,0,0.3,1.3,1.6,3.9,9.6,8,9.9,11.7,22.7,14.1,1.4,10.7,7.7,0.4,1.7,9,8.4,13.6,17.6,19.6,17.9,14.7,51.3,51.1,41.3,2.9,37.9,14.1,2.4
05/22/2020,26.21,1.2,3.69,10.25,29.53,27.24,36.09,34.69,26.89,24.19,33.76,26.49,25.48,47.14,6.83,18.63,7.79,18.89,0,0.05,0.22,0.47,1.19,3.42,4.78,11.97,0.85,1.58,1.69,0.95,1.38,0.75,0.12,0.31,1.5,1.94,3.65,5.57,7.5,11.31,17.5,3.5,3.89,5.33,1.75,4.68,1.38,1.91,709.1,32.6,99.9,56.3,163.3,124.3,121.4,108.6,70.7,37.6,27,367.1,336.3,366.1,12.3,146.1,70.1,22.6,0,0.3,1,1.6,3.7,9,7.4,9.6,11.7,20.9,13.1,1.7,10.9,6.7,0.1,1.7,8.3,8.9,12.3,17.4,19.7,17.6,14,48.6,51.3,41.4,3.1,36.7,12.4,2.3
05/23/2020,25.22,1.21,3.63,10.15,28.42,26.33,34.43,33.64,25.58,22.72,32.33,25.45,24.59,45.25,6.43,18.12,7.35,18.42,0,0.08,0.22,0.38,1.28,3.31,5.24,11.61,0.93,1.52,1.71,0.87,1.33,0.83,0.12,0.34,1.4,2,3.69,5.2,7.77,10.67,17.32,3.35,3.93,5.22,1.67,4.75,1.25,2.03,682.6,32.9,98.3,55.7,157.1,120.1,115.9,105.3,67.3,35.3,25.9,352.7,324.6,351.4,11.6,142.1,66.1,22,0,0.4,1,1.3,4,8.7,8.1,9.3,12.9,20,13.3,1.6,10.4,7.4,0.1,1.9,7.7,9.1,12.4,16.3,20.4,16.6,13.9,46.4,51.9,40.6,3,37.3,11.3,2.4
05/24/2020,24.97,1.14,3.61,10.12,28.47,25.83,34.86,32.18,25.75,22.72,29.83,25.33,24.19,45.01,6.43,17.5,7.19,18.06,0,0.08,0.19,0.51,1.23,2.88,5.15,10.54,0.91,1.39,1.55,0.71,1.31,0.81,0,0.34,1.5,2.03,3.44,5.07,8.04,10.3,16.97,3.35,3.87,5.08,1.59,4.88,1.16,2.51,675.7,30.9,97.6,55.6,157.4,117.9,117.3,100.7,67.7,35.3,23.9,351.1,319.3,349.6,11.6,137.3,64.7,21.6,0,0.4,0.9,1.7,3.9,7.6,8,8.4,12.6,18.3,12,1.3,10.3,7.3,0,1.9,8.3,9.3,11.6,15.9,21.1,16,13.6,46.4,51.1,39.4,2.9,38.3,10.4,3
05/25/2020,21.32,1.09,3.43,8.56,23.28,22.2,28.53,27.39,23.9,20.88,28.76,21.5,20.79,37.34,5.96,15.7,6.62,15.19,0,0.08,0.16,0.42,1.32,2.82,4.87,9.64,0.89,1.3,1.45,0.64,1.26,0.78,0.12,0.36,1.4,1.82,3.1,4.7,8.2,9.38,16.79,3.19,3.67,4.78,1.67,4.68,1.06,2.39,577,29.4,92.7,47,128.7,101.3,96,85.7,62.9,32.4,23,298,274.4,290,10.7,123.1,59.6,18.1,0,0.4,0.7,1.4,4.1,7.4,7.6,7.7,12.3,17.1,11.3,1.1,9.9,7,0.1,2,7.7,8.3,10.4,14.7,21.6,14.6,13.4,44.3,48.4,37.1,3,36.7,9.6,2.9
05/26/2020,20.59,1.07,3.32,8.12,21.91,20.85,28.07,27.34,23.41,20.97,27.68,20.9,19.93,36,6.59,15.21,6.38,15.07,0,0.05,0.13,0.3,1.14,2.99,5.15,9.47,0.89,1.26,1.38,0.56,1.28,0.78,0.12,0.29,1.37,1.6,2.8,5.07,7.99,9.1,16.25,3.11,3.54,4.52,1.59,4.61,1.06,2.15,557.1,28.9,89.9,44.6,121.1,95.1,94.4,85.6,61.6,32.6,22.1,289.7,263,279.6,11.9,119.3,57.4,18,0,0.3,0.6,1,3.6,7.9,8,7.6,12.3,16.6,10.7,1,10,7,0.1,1.6,7.6,7.3,9.4,15.9,21,14.1,13,43.1,46.7,35.1,2.9,36.1,9.6,2.6
06-05-2020,9.37,0.74,1.73,4.06,10.18,10.05,12.1,11.59,9.51,8.74,16.79,9.61,8.91,15.56,3.18,7.5,3,7.65,0,0.05,0.09,0.3,0.5,1.47,3.77,8.93,0.7,0.79,1.1,0.32,0.91,0.41,0.12,0.21,0.9,1,1.57,2.33,3.86,5.15,6.61,1.46,2,2,0.48,2.57,0.81,0.6,253.4,20.1,46.7,22.3,56.3,45.9,40.7,36.3,25,13.6,13.4,133.1,117.6,120.9,5.7,58.9,27,9.1,0,0.3,0.4,1,1.6,3.9,5.9,7.1,9.7,10.4,8.6,0.6,7.1,3.7,0.1,1.1,5,4.6,5.3,7.3,10.1,8,5.3,20.3,26.4,15.6,0.9,20.1,7.3,0.7
06-06-2020,9.01,0.74,1.64,3.96,9.64,9.45,11.85,11,9.34,8.74,16.61,9.16,8.67,15.1,2.86,7.16,3.1,7.06,0,0.05,0.13,0.25,0.46,1.47,3.95,8.57,0.66,0.82,1.05,0.4,0.98,0.38,0,0.16,0.9,1.06,1.4,2.1,3.86,4.51,6.43,1.39,1.89,2,0.32,2.39,0.79,0.6,243.9,20,44.3,21.7,53.3,43.1,39.9,34.4,24.6,13.6,13.3,127,114.4,117.3,5.1,56.1,27.9,8.4,0,0.3,0.6,0.9,1.4,3.9,6.1,6.9,9.1,10.9,8.1,0.7,7.7,3.4,0,0.9,5,4.9,4.7,6.6,10.1,7,5.1,19.3,25,15.6,0.6,18.7,7.1,0.7
06-07-2020,8.95,0.73,1.59,3.62,9.66,9.77,11.59,11.05,9.07,8.92,16.43,9.1,8.63,15.1,3.1,6.9,3.13,7.41,0,0.05,0.16,0.21,0.41,1.63,3.49,8.75,0.65,0.81,1.09,0.4,0.98,0.32,0,0.08,0.96,1.16,1.4,2.01,3.37,4.69,6.07,1.4,1.79,2.08,0.4,2.15,0.79,0.72,242.3,19.7,43,19.9,53.4,44.6,39,34.6,23.9,13.9,13.1,126.1,113.9,117.3,5.6,54.1,28.1,8.9,0,0.3,0.7,0.7,1.3,4.3,5.4,7,9,10.7,8.4,0.7,7.7,2.9,0,0.4,5.3,5.3,4.7,6.3,8.9,7.3,4.9,19.4,23.6,16.1,0.7,16.9,7.1,0.9
06-08-2020,9.16,0.7,1.48,3.62,10,10.17,12.31,11.27,9.45,8.74,14.11,9.09,9.06,16.04,2.7,6.76,2.98,7.29,0,0.05,0.19,0.21,0.41,1.52,3.4,8.22,0.6,0.81,1.07,0.4,0.91,0.3,0.12,0.08,1.06,0.88,1.36,2.01,3.26,4.14,4.82,1.34,1.62,1.99,0.48,1.88,0.73,0.96,248,19,40,19.9,55.3,46.4,41.4,35.3,24.9,13.6,11.3,126,119.6,124.6,4.9,53,26.9,8.7,0,0.3,0.9,0.7,1.3,4,5.3,6.6,8.3,10.7,8.3,0.7,7.1,2.7,0.1,0.4,5.9,4,4.6,6.3,8.6,6.4,3.9,18.6,21.4,15.4,0.9,14.7,6.6,1.1
06-09-2020,9.2,0.69,1.41,3.75,10.39,9.8,12.4,11.87,9.67,8.37,11.25,9.04,9.3,16.35,2.07,6.48,3.29,7.77,0,0.05,0.16,0.3,0.55,1.63,3.4,6.79,0.55,0.84,0.99,0.24,1,0.29,0.12,0.08,0.98,0.78,1.49,1.87,2.99,3.59,5.72,1.28,1.56,1.78,0.4,1.93,0.67,0.96,249,18.7,38.3,20.6,57.4,44.7,41.7,37.1,25.4,13,9,125.3,122.7,127,3.7,50.9,29.6,9.3,0,0.3,0.7,1,1.7,4.3,5.3,5.4,7.6,11.1,7.7,0.4,7.9,2.6,0.1,0.4,5.4,3.6,5,5.9,7.9,5.6,4.6,17.7,20.6,13.9,0.7,15.1,6,1.1
06/17/2020,7,0.6,0.98,3.7,8.84,6.82,8.75,8.58,7.01,4.69,8.75,7.4,6.43,11.26,1.51,5.43,2.79,5.02,0,0.03,0.03,0.25,0.68,1.47,2.58,6.25,0.57,0.63,0.83,0.4,0.58,0.48,0,0.23,0.62,0.47,0.93,1.23,2.28,1.75,5,1.01,0.95,1.29,0.32,1.4,0.41,0.48,189.3,16.1,26.6,20.3,48.9,31.1,29.4,26.9,18.4,7.3,7,102.6,84.9,87.4,2.7,42.6,25.1,6,0,0.1,0.1,0.9,2.1,3.9,4,5,7.9,8.3,6.4,0.7,4.6,4.3,0,1.3,3.4,2.1,3.1,3.9,6,2.7,4,14,12.6,10,0.6,11,3.7,0.6
06/18/2020,6.91,0.62,0.99,3.83,8.35,7.04,8.83,8.4,6.46,4.32,9.82,7.26,6.43,11.07,1.83,5.3,2.78,4.9,0,0.03,0.06,0.25,0.64,1.63,2.76,6.07,0.6,0.64,0.88,0.32,0.64,0.46,0,0.29,0.57,0.5,0.98,1.05,2.17,2.02,5.36,1.08,0.89,1.25,0.32,1.4,0.44,0.48,186.9,16.7,26.7,21,46.1,32.1,29.7,26.3,17,6.7,7.9,100.6,84.9,86,3.3,41.6,25,5.9,0,0.1,0.3,0.9,2,4.3,4.3,4.9,8.3,8.4,6.9,0.6,5,4.1,0,1.6,3.1,2.3,3.3,3.3,5.7,3.1,4.3,15,11.7,9.7,0.6,11,4,0.6
06/19/2020,6.75,0.59,1.06,3.72,8.53,6.92,8.11,8.26,6.19,4.41,9.11,6.95,6.46,10.28,1.75,5.5,2.81,5.5,0,0.03,0.03,0.3,0.64,1.41,2.3,6.61,0.58,0.6,0.74,0.4,0.6,0.51,0,0.34,0.65,0.53,1.19,1.1,2.23,1.84,5.72,1.15,0.95,1.27,0.32,1.57,0.49,0.6,182.7,15.9,28.6,20.4,47.1,31.6,27.3,25.9,16.3,6.9,7.3,96.3,85.3,79.9,3.1,43.1,25.3,6.6,0,0.1,0.1,1,2,3.7,3.6,5.3,8,7.9,5.7,0.7,4.7,4.6,0,1.9,3.6,2.4,4,3.4,5.9,2.9,4.6,16,12.6,9.9,0.6,12.3,4.4,0.7
06/20/2020,6.78,0.54,1.04,3.85,8.71,6.89,8.41,8.13,5.7,4.6,8.57,6.93,6.54,10.67,1.83,5.37,2.89,5.26,0,0.03,0.06,0.3,0.59,1.25,1.93,6.43,0.49,0.6,0.83,0.32,0.51,0.4,0,0.42,0.65,0.59,0.98,1.14,2.12,1.84,5.36,1.13,0.94,1.31,0.32,1.53,0.46,0.48,183.4,14.7,28.1,21.1,48.1,31.4,28.3,25.4,15,7.1,6.9,96,86.3,82.9,3.3,42.1,26,6.3,0,0.1,0.3,1,1.9,3.3,3,5.1,6.9,7.9,6.4,0.6,4,3.6,0,2.3,3.6,2.7,3.3,3.6,5.6,2.9,4.3,15.7,12.4,10.1,0.6,12,4.1,0.6
06/21/2020,6.55,0.54,0.98,3.8,8.55,6.67,7.69,7.81,5.49,4.78,8.04,6.77,6.22,10.36,1.83,5.1,2.87,5.02,0,0.03,0.09,0.25,0.59,1.25,2.02,6.07,0.49,0.58,0.81,0.32,0.51,0.4,0,0.39,0.59,0.59,0.76,1.14,1.96,1.93,5,1.12,0.82,1.2,0.24,1.48,0.48,0.24,177.1,14.6,26.4,20.9,47.3,30.4,25.9,24.4,14.4,7.4,6.4,93.9,82.1,80.4,3.3,40,25.9,6,0,0.1,0.4,0.9,1.9,3.3,3.1,4.9,6.9,7.7,6.3,0.6,4,3.6,0,2.1,3.3,2.7,2.6,3.6,5.1,3,4,15.6,10.9,9.3,0.4,11.6,4.3,0.3
06/22/2020,6.46,0.48,0.98,3.46,8.63,6.42,7.85,7.62,5.16,5.33,8.22,6.58,6.27,10.39,1.67,4.9,2.98,4.54,0,0.05,0.09,0.21,0.64,1.3,1.66,4.47,0.45,0.51,0.85,0.16,0.46,0.29,0,0.31,0.54,0.69,0.81,1.19,1.74,2.3,5,1.06,0.89,1.25,0.16,1.51,0.43,0.24,174.7,13,26.4,19,47.7,29.3,26.4,23.9,13.6,8.3,6.6,91.1,82.7,80.7,3,38.4,26.9,5.4,0,0.3,0.4,0.7,2,3.4,2.6,3.6,6.3,6.7,6.6,0.3,3.6,2.6,0,1.7,3,3.1,2.7,3.7,4.6,3.6,4,14.7,11.7,9.7,0.3,11.9,3.9,0.3
06/23/2020,6.58,0.47,0.99,3.3,8.99,6.61,8.07,7.39,4.94,6.53,8.39,6.58,6.53,10.76,1.91,4.64,3.4,4.66,0,0.03,0.09,0.13,0.5,1.41,1.66,4.82,0.44,0.5,0.74,0.16,0.53,0.29,0,0.29,0.52,0.69,0.89,1.23,1.68,2.3,5.36,1.07,0.9,1.32,0.08,1.46,0.44,0.36,178.1,12.7,26.7,18.1,49.7,30.1,27.1,23.1,13,10.1,6.7,91.1,86.1,83.6,3.4,36.4,30.6,5.6,0,0.1,0.4,0.4,1.6,3.7,2.6,3.9,6.1,6.6,5.7,0.3,4.1,2.6,0,1.6,2.9,3.1,3,3.9,4.4,3.6,4.3,14.9,11.9,10.3,0.1,11.4,4,0.4
06/24/2020,6.72,0.41,0.98,3.41,9.51,7.33,7.9,7.58,4.29,6.16,7.5,6.93,6.44,10.5,2.07,4.81,3.6,4.78,0,0.03,0.09,0.08,0.5,1.25,1.29,4.11,0.38,0.43,0.68,0.08,0.44,0.22,0.12,0.26,0.65,0.72,0.85,1.28,1.58,2.39,4.29,1.1,0.84,1.32,0,1.44,0.44,0.36,181.9,11,26.4,18.7,52.6,33.4,26.6,23.7,11.3,9.6,6,96,85,81.6,3.7,37.7,32.4,5.7,0,0.1,0.4,0.3,1.6,3.3,2,3.3,5.3,5.7,5.3,0.1,3.4,2,0.1,1.4,3.6,3.3,2.9,4,4.1,3.7,3.4,15.3,11.1,10.3,0,11.3,4,0.4
06/25/2020,7.06,0.39,0.94,3.36,10.21,8.3,8.15,7.21,4.89,6.71,6.43,7.24,6.84,10.54,1.83,5.26,3.94,5.26,0,0.03,0.09,0.17,0.5,1.09,1.1,4.11,0.37,0.41,0.7,0.08,0.36,0.22,0.12,0.21,0.67,0.59,0.89,1.42,1.52,2.39,3.39,1.06,0.81,1.25,0,1.48,0.35,0.48,191.1,10.6,25.4,18.4,56.4,37.9,27.4,22.6,12.9,10.4,5.1,100.3,90.3,81.9,3.3,41.3,35.4,6.3,0,0.1,0.4,0.6,1.6,2.9,1.7,3.3,5.1,5.4,5.4,0.1,2.9,2,0.1,1.1,3.7,2.7,3,4.4,4,3.7,2.7,14.7,10.7,9.7,0,11.6,3.1,0.6
06/26/2020,7.06,0.38,0.9,3.1,10,8.64,8.15,7.3,4.94,6.9,6.79,7.34,6.75,10.15,2.07,5.25,4.27,4.78,0,0.03,0.13,0.21,0.37,0.92,1.29,4.11,0.36,0.4,0.66,0,0.36,0.24,0.12,0.18,0.57,0.63,0.72,1.32,1.52,2.48,3.57,0.99,0.79,1.14,0.08,1.4,0.32,0.6,191.1,10.3,24.3,17,55.3,39.4,27.4,22.9,13,10.7,5.4,101.7,89.1,78.9,3.7,41.1,38.4,5.7,0,0.1,0.6,0.7,1.1,2.4,2,3.3,5,5.3,5.1,0,2.9,2.1,0.1,1,3.1,2.9,2.4,4.1,4,3.9,2.9,13.7,10.4,8.9,0.1,11,2.9,0.7
07-04-2020,7.45,0.23,0.91,3.1,11.94,8.67,8.66,6.98,6.03,4.05,7.5,7.96,6.85,9.33,1.83,6.19,5.21,4.42,0,0,0,0.17,0.14,0.65,0.83,2.86,0.23,0.24,0.37,0,0.27,0.14,0,0.29,0.57,0.38,1.1,1.28,1.58,1.66,4.82,0.88,0.95,0.97,0.16,1.33,0.49,0.6,201.7,6.3,24.7,17,66,39.6,29.1,21.9,15.9,6.3,6,110.3,90.4,72.4,3.3,48.6,46.9,5.3,0,0,0,0.6,0.4,1.7,1.3,2.3,3.1,3.1,2.9,0,2.1,1.3,0,1.6,3.1,1.7,3.7,4,4.1,2.6,3.9,12.1,12.6,7.6,0.3,10.4,4.4,0.7
07-05-2020,7.35,0.22,0.86,3.07,11.76,8.58,8.41,7.03,5.98,3.95,7.14,7.85,6.73,9.16,1.75,6.23,5.13,4.54,0,0,0,0.17,0.18,0.6,0.83,2.5,0.19,0.26,0.35,0,0.26,0.14,0,0.29,0.49,0.41,1.1,1.19,1.47,1.38,4.47,0.75,0.96,0.92,0.24,1.22,0.46,0.6,198.9,6,23.1,16.9,65,39.1,28.3,22,15.7,6.1,5.7,108.9,88.9,71.1,3.1,48.9,46.1,5.4,0,0,0,0.6,0.6,1.6,1.3,2,2.6,3.4,2.7,0,2,1.3,0,1.6,2.7,1.9,3.7,3.7,3.9,2.1,3.6,10.4,12.7,7.1,0.4,9.6,4.1,0.7
07-06-2020,7.36,0.21,0.84,3.1,11.5,8.92,8.62,6.8,6.19,4.14,6.25,7.99,6.61,8.81,2.22,6.41,4.9,4.78,0,0,0,0.17,0.23,0.6,0.64,2.32,0.19,0.24,0.31,0,0.26,0.14,0,0.26,0.47,0.41,1.1,1.23,1.36,1.75,3.93,0.78,0.91,0.75,0.32,1.29,0.46,0.6,199.3,5.7,22.9,17,63.6,40.7,29,21.3,16.3,6.4,5,110.7,87.3,68.4,4,50.3,44.1,5.7,0,0,0,0.6,0.7,1.6,1,1.9,2.6,3.1,2.4,0,2,1.3,0,1.4,2.6,1.9,3.7,3.9,3.6,2.7,3.1,10.9,12,5.9,0.6,10.1,4.1,0.7
07-07-2020,7.77,0.22,0.84,3.36,11.91,9.24,9.3,7.71,6.41,4.41,5.89,8.5,6.91,8.66,2.86,7.12,5.22,5.74,0,0,0,0.17,0.23,0.71,0.46,2.5,0.2,0.24,0.35,0,0.26,0.13,0,0.21,0.41,0.41,1.06,1.32,1.3,2.12,3.75,0.74,0.94,0.63,0.4,1.38,0.44,0.6,210.3,5.9,22.7,18.4,65.9,42.1,31.3,24.1,16.9,6.9,4.7,117.9,91.1,67.3,5.1,55.9,47,6.9,0,0,0,0.6,0.7,1.9,0.7,2,2.7,3.1,2.7,0,2,1.1,0,1.1,2.3,1.9,3.6,4.1,3.4,3.3,3,10.3,12.4,4.9,0.7,10.9,4,0.7
08-03-2020,11.47,0.12,0.78,6.69,15.55,14.84,14.48,11.55,8.09,5.7,6.25,11.65,11.16,18.43,3.97,8.51,6.71,8.25,0,0,0,0.21,0.09,0.11,0.55,1.25,0.11,0.12,0.15,0,0.18,0.06,0,0.16,0.41,0.88,1.1,1.1,0.81,2.02,1.96,0.75,0.81,1.07,0.32,1.13,0.32,0.48,310.4,3.1,21.1,36.7,86,67.7,48.7,36.1,21.3,8.9,5,161.4,147.3,143.1,7.1,66.7,60.4,9.9,0,0,0,0.7,0.3,0.3,0.9,1,1.6,1.6,1.1,0,1.4,0.6,0,0.9,2.3,4,3.7,3.4,2.1,3.1,1.6,10.4,10.7,8.3,0.6,8.9,2.9,0.6
08-11-2020,11.6,0.11,0.78,7.13,16.59,13.43,14.14,10.64,9.4,6.81,7.14,11.1,12.09,18.21,3.73,8,7.67,9.69,0,0,0,0.08,0.09,0.27,0.64,0.71,0.05,0.16,0.18,0.16,0.11,0.03,0,0.16,0.57,0.38,0.42,1.37,1.58,1.38,4.11,0.8,0.75,0.74,0.24,1.07,0.56,0.48,314,2.9,21,39.1,91.7,61.3,47.6,33.3,24.7,10.6,5.7,153.9,159.6,141.4,6.7,62.7,69,11.6,0,0,0,0.3,0.3,0.7,1,0.6,0.7,2.1,1.4,0.3,0.9,0.3,0,0.9,3.1,1.7,1.4,4.3,4.1,2.1,3.3,11.1,9.9,5.7,0.4,8.4,5,0.6
